"字段1","字段4","字段5"
"ostrich","5","我只看了3集，又快进看了2集，分数也不能再多了……看剧照截图似乎老干部的戏份颇重，也是负责“伟光正”，其实形象完全开时代倒车吧。"
"潮沙","0","陆毅等人的设定是为观众群体跨度考虑，演的相对比老一辈的轻松许多，其实不差，倒是有年轻检察长的几分匪气"
"幻剑游","0","还是有一些不足之处，不过制作很良心。老戏骨就是比那些恶心的小鲜肉强的多多多。里面官场中各种小圈子，官二代红二代们，也是！！！！！"
"风吹着风筝","0","打一星说恶心的，要么年纪轻轻自以为是；要么压根就没见过中国的官员真实的样子"
"水果麦片儿","3","哇 有生之年系列"
"然铁侠","0","反骨仔们我日你先人板板"
"Winter","0","好看，真的好看。ps:那些打一星的别以为你是个性，说真的，喜欢吃屎有时候可能也个性。"
"宴山亭。","0","剧情还是比较紧凑的"
"落梅成雪","1","说实话，窝巢正剧一直给人一种故意装x找打的感觉，有时候令人厌恶到都要怀疑是广电进了卧底反装忠了，但是这部的态度很谦虚，官场描写的非常真实，小朋友们不要觉得领导开会做决定太拖，拖才是最real最诚恳面对问题以及最值得打五星的地方"
"王靖锋Eric","0","教科书般的说教。"
"暖暖的奇迹","0","希望多多拍这样的品质剧，细心打磨吧"
"干什么呢","0","啊啊啊到目前为止简直无法自拔"
"chaoyin","1","看来几集，剧情紧凑，希望接下来保持这个节奏别拖沓"
"鹿岛爱菜","0","一些无用的剧情占篇幅多不说还浮夸的让人感觉不爽。另外渠梁大哥你啷个楞个想不开，商君对你很失望你知道吗！"
"忘词","0","安利一波(๐•̆ ·̭ •̆๐)"
"师无心","2","会被查水表吗"
"軋車","0","好看，有上世纪90年代官场片的影子！"
"耳朵","0","不能边看电视边看手机������"
"聊无","4","打一星说不写实的真的经历过中国官场？那种拖沓圆滑滴水不露各种厚黑学，就是中国官场的现实"
"蒸蛋蛋","1","我觉得真的很贴近真实了，剧情目前来看还是挺吸引人的。除了陆毅其他中老年演员都很让我入戏，虽然很多特意拔高的台词和设计显得非常僵硬，但是主旋律下的必然也可以理解，会追下去看呐！另外真的是，每个人的办公面积都明显超标太多了哈哈哈哈哈哈"
"钟姑娘","5","至少前两集，敬酒和紧急汇报那太写实了。"
"鲲鲲鲲Quintus","0","突破的电视剧，虽然不完美，但是真实。从一个体制内的人来，这部电视剧，更好让群众知道我们是怎样工作的。"
"迷娘","0","这几年都没看过国产剧了。这剧可以。"
"木兔兔","6","老戏骨们赞！"
"gracefulwong","0","就那样吧，同行陪衬的。"
"老人阿张","0","好剧、良心剧是不假，但是剧方从开播以来到现在的种种营销手段真的配不上“人民的名义”这五个字，原谅我改掉原来的五星好评"
"余音冷断","0","国家部门一出手，就知有没有"
"风琳","0","老戏骨飚戏，剧本很赞"
"世界尽头","0","弱智水军打一星，我就打五星，咋滴"
"yisi","0","才看一集，觉得很不错，没有追剧的习惯，等完结"
"豆荚","1","陆毅好出戏，演技怎么越来越浮夸了！酒会那场戏太假了，群演也各种尴尬！"
"北顾岛城","0","精彩，尤其是一二集，三四集有些拖沓了。但还是很精彩啊！！！"
"小仙女河馬","1","老演员们奋力挽救这部剧"
"让我遇见","0","我要崩溃了，昨晚才开始一口气第五集，今早刷微博连刷淘宝都发现了人物关系图……看来以后不能攒剧啊，此时此刻我被剧透的心情谁能理解，我真的好憋屈……"
"jacobbix","0","真的很喜欢，每天追剧贼痛苦"
"鬼手","0","总体不错，个别台词有些别扭，个别选角不太合适。作为突破之作，能做到这样已经不能苛求更多。剧情很吸引人。"
"沐合乔乔","0","很好看的一部电视剧，值得鼓励，话说达康书记太萌了，希望多谢这种电视剧，少些逻辑差的烂片"
"麦田守望者","4","李达康粉"
"滑倒的柠檬","0","让我对中国电视剧燃起希望之火！情节简洁明了引人入胜！矛盾的起源和层层激化都清晰可见！演员演的恰到好处，太真实了。一定追到打大老虎！"
"Miya","1","一群老戏骨演技开挂狂飙，看的爽！侯勇的演技…一开始我都觉得是不是查错了，等着故事的反转，果然看着他软塌塌的去别墅…哈，痛快！另外，汇报那段冠冕堂皇，瞻前顾后，各种私心下的波涛汹涌，这种“拖拉”，太真实了。想到一句：现实永远比真实更刺骨可怕！"
"菜","0","看第一集就被吓尿了"
"187****4169","0","感觉比书中写的有血有肉，但处理上又不是很水到渠成。"
"蛋糕吼吼吃","0","演技都挺不错，陆毅看着也并不出戏，就国产片的水平来说诚意很足了"
"杜呆呆","0","看了一集，很不错"
"我亦非凡","0","几位老戏骨演技不错，不知为啥我一直get不到陆毅的颜和演技"
"石锅拌饭拌石锅","0","有瑕疵，但我给五星，就是这么任性"
"小可愛","0","国产剧什么时候才能改掉拖沓的毛病！！"
"伊辰","0","看得我这个一直小富即安的人顿时好想当官"
"而谈","1","太他妈有突破了"
"little lindsay","0","豆瓣装逼犯可真多！韩国电影拍政府无能就是震撼 ，中国拍个反腐就成了做样子？双标的要不要这么厉害？一个劲儿的踩自己国家作品很厉害哦，反正就是别国好，自己国再努力都看不上。还有因为黄毛给一星的 ，sb的没谁了，黄毛是这部剧主角吗？好好的评价电视剧不行么，装逼故意打低分给谁看呢。"
"Doraemon","0","改五星   太他妈喜欢达康书记了"
"小样儿不禁夸","0","最魔幻的是坏人都是底下的人，根儿和源头都是好的，一点问题都没有…老百姓因为那些个别坏人总往坏了想政府，那些个别坏人总添乱破坏政府公信力……都是个别坏人的锅……"
"钧渊","1","好看，节奏明快！"
"王野败","0","看到第6集实在没了胃口，勉强到第8集，算了，连下好的都删了。对不起，我真的看不下去了。官员们用着与我们完全不同一个世界的一套修辞。"
"与左","0","··"
"东八B304一桶水","0","导演扣一分"
"Delight","1","“像你们这些人，党和人民就是用来对不起的！”这剧太有张力了，身边事一样，打算追下去了。"
"李滴梅木","0","一般"
"鲨鱼","0","虽然是检察系统的行业片，剧中也充斥着各种口号式的台词。但我们确实需要发自肺腑的主旋律作品。老演员们的演技集体爆棚。"
"aKKK7889","0","侯勇老师的贪官演的真好  李达康也不错 完全领导讲话样子  打一星的水军清明去给自己爸妈上个坟先"
"fox_hengheng","0","只有配角唱戏的官场部分有点意思。主角和他的朋友们简直矫情到死，角色设计得太过无聊，台词换谁来念都得尴尬，演技倒不是主要问题了。"
"仙花","0","不错不错，继续保持，看完再评价"
"彼其之子","0","要反腐就好好反嘛，家长里短太拖沓好烦。陆亦可和她办公室小女生太脑残，老戏骨在演戏，年轻的在装B。"
"夏季_风铃","1","上面的人谁来管呢"
"Daisy","0","节奏还是挺快的"
"∞","0","看了20集 水平参差不齐"
"麦晓峰","0","现在能上映这样的电视真是厉害，广电终于回到了人民群众"
"远辰","0","好看"
"郭大侠","1","一群老戏骨不错，可是实在受不了陆毅。瘪着嘴巴讲话，受不了。另外，芒果台有点儿下作；为了捧陆毅 睬王凯 靳东 胡歌、营销的过了。六集弃"
"幻听枫落","0","没有鲜肉花旦，多赏一星"
"(。’▽’。)♡","0","很不错，喜欢张丰毅演的沙瑞金，自带气场☺"
"Lidocaine","0","我还是热爱政治的。"
"小混混","0","定期清理水军"
"晨光","0","非常现实的一部电视剧，活生生的官场现形记，比起韩影的套路可深多了。是人就会有贪欲，最主要是有效的监管。我反而觉得有些角色被过度美化了，太伟光正，比如陆毅的这个角色，说陆毅的表演不接地气的，我觉得更多是因为角色限制。事实证明，中国不是拍不了好剧，而是不能过审。"
"釉呦呦","0","良心剧。达康书记的GDP由我们守护"
"云飞渡","0","现阶段中国官场政治生态的直观特写"
"immortal","0","精彩"
"丶晓美焰","7","国人真是无所不水，什么都有水军，越来越猖獗"
"paper","0","正派的人物太假了吧"
"流星小许","0","一个官腐了人有问题  每个官都腐了那是体制有问题  官僚体制不变人民没有权利  打掉多少腐败也没用 新上台的还是一样 恶恶循环而以  此剧符合当前政治需要 好一个大秀 不过比抗日神剧强多了"
"百里如花","0","Amazing"
"xxdiyi","0","看了一集半，五星预定"
"Wiz_edccc","0","为演技派演员点赞。"
"呵呵呵","0","真的不怎样  营销的太好了  吹出天际"
"苏浣","1","剧是好剧，演员是好演员，就是营销太low，拉低了档次。。。"
"我是小西瓜","0","超好看，真的。"
"北醉的dori","0","追剧中"
"柳岸晓风残月处","0","演员们很赞，陆毅勇气可嘉"
"栗先生是不是一","0","懂的人会心一笑，不懂的人好支威希。新时代的样板戏。警察蜀黍被黑的好惨。"
"������","0","达康书记我爱你������"
"远角凉山","0","故事聚散有力，张驰有度，悬念迭起，周梅森编剧不愧是政治小说第一人，剧本十分扎实，且演员亦是深入人心。亲情，友情，爱情，正义，人心人性等等等，在寥寥之中挥洒，剧情节奏感十分强烈，精彩！赞！！！"
"林热海","0","剧情其实挺一般的。"
"留白","0","很震撼，烧脑看完有意犹未尽的感觉。达康书记应该是个好人吧  好喜欢达康书记，越看越喜欢"
"来自星星的麒麟","1","目前更新的都看完了，除了一些内容拖沓了些，比如当代杜甫和他儿子的那个，这些即使删了也不影响剧情，其他都好。这部剧最真实的在于刻画了中国官场的百态。"
"藏.","10","墨迹拖沓，该片在第三集以后夭折了故弄玄虚无聊胡扯试图凑五十来集吧哎呦不该对它抱希望的……最精彩的就是侯勇这部分要是都按着这个案子的步调走就牛逼了～"
"用户455348100","5","天天追剧，可以看得出来这部剧的用心，演员也选的好，老戏骨演技倍棒，那些说剧情拖沓的都是些什么人啊，这是不可或缺的细节和人物描写，喜欢看快节奏的美剧请不要看。特别好看，已经力荐给爸爸看，好看极了，近年来最棒的官场现形记啊，老戏骨们简直了"
"廿一","0","新时代的《官场现形记》这不是一群演员，而是一群表演艺术家！老戏骨们真是没得说！全是戏，台词有时都是多余的，一个抬眼一个挑眉全有了。"
"如海","0","剧情越来越水，本来想给五星的"
"柔软的阳光","0","胡静是整容失败吗？整个脸是僵的，真丑！"
"King","0","三星半，台词有些僵硬，转场突兀，别的都挺������但没有疯传的那么perfect～演员演技没话说"
"@@@","0","好久没看过这么过瘾的电视剧了。很深刻。好看！期待更新！"
"JiangWY","0","女性角色的脸蛋一个赛一个好看，电影戏剧专门学校入学还真是选美大赛"
